fraction	session	jury	taste_original	taste_intermediate	taste_harmonized
fraction_55	session_06	J9	UMAMI_MOYEN SALÉ_FORT GRAS_FORT	SALTY_HIGH	SALTY
fraction_55	session_06	J9	UMAMI_MOYEN SALÉ_FORT GRAS_FORT	FATTY_HIGH	FATTY
fraction_56	session_06	J1	AMERTUME_TRES_FORTE	BITTER_HIGH	BITTER
fraction_56	session_06	J10	BOISE_LEGER MAIS_EFFET_CUMULATIF	WOODY_LOW	WOODY
fraction_56	session_06	J2	AMERTUME-MOYENNE	BITTER	BITTER
fraction_56	session_06	J3	SUCRE	SWEET	SWEET
fraction_56	session_06	J4	SEC MINERAL	ACID	ACID
fraction_56	session_06	J4	SEC MINERAL	MINERALITY	MINERALITY
fraction_56	session_06	J5	GRAS  UN_PEU_DE _FRAICHEUR	FATTY	FATTY
fraction_56	session_06	J5	GRAS  UN_PEU_DE _FRAICHEUR	FRESH_LOW	FRESH
fraction_56	session_06	J7	AMERTUME BOISE	BITTER	BITTER
fraction_56	session_06	J7	AMERTUME BOISE	WOODY	WOODY
fraction_56	session_06	J8	SUCROSITE_FAIBLE GRFAS	SWEET_LOW	SWEET
fraction_56	session_06	J8	SUCROSITE_FAIBLE GRFAS	FATTY	FATTY
fraction_56	session_06	J9	UMAMI_MOYEN SALÉ_FORT GRAS_FORT	UMAMI	UMAMI
fraction_56	session_06	J9	UMAMI_MOYEN SALÉ_FORT GRAS_FORT	SALTY_HIGH	SALTY
fraction_56	session_06	J9	UMAMI_MOYEN SALÉ_FORT GRAS_FORT	FATTY_HIGH	FATTY
fraction_57	session_06	J1	AMERTUME_MOYENNE	BITTER	BITTER
fraction_57	session_06	J10	BOISE_LEGER MAIS_EFFET_CUMULATIF	WOODY_LOW	WOODY
fraction_57	session_06	J2	AMERTUME-UN-PEU-PLUS-SOUTENUE	BITTER	BITTER
fraction_57	session_06	J3	SUCRE	SWEET	SWEET
fraction_57	session_06	J4	MINERALASSECHANT AMER	MINERALITY	MINERALITY
fraction_57	session_06	J4	MINERALASSECHANT AMER	ACID	ACID
fraction_57	session_06	J4	MINERALASSECHANT AMER	BITTER	BITTER
fraction_57	session_06	J5	UN_PEU_DE_GRAS  PLUS_DE_FRAICHEUR	FATTY_LOW	FATTY
fraction_57	session_06	J5	UN_PEU_DE_GRAS  PLUS_DE_FRAICHEUR	FRESH	FRESH
fraction_57	session_06	J7	BOISE GRAS ASTRINGENCE	WOODY	WOODY
fraction_57	session_06	J7	BOISE GRAS ASTRINGENCE	FATTY	FATTY
fraction_57	session_06	J7	BOISE GRAS ASTRINGENCE	ASTRINGENT	ASTRINGENT
fraction_57	session_06	J8	ASTRINGENCE_MOYENNE LEGERE_SALINITE	ASTRINGENT	ASTRINGENT
fraction_57	session_06	J8	ASTRINGENCE_MOYENNE LEGERE_SALINITE	SALTY_LOW	SALTY
fraction_57	session_06	J9	UMAMI_FAIBLE SALÉ_MOYEN AMERTUME_FAIBLE	UMAMI_LOW	UMAMI
fraction_57	session_06	J9	UMAMI_FAIBLE SALÉ_MOYEN AMERTUME_FAIBLE	SALTY	SALTY
fraction_57	session_06	J9	UMAMI_FAIBLE SALÉ_MOYEN AMERTUME_FAIBLE	BITTER_LOW	BITTER
fraction_58	session_06	J1	GGRAS SUCROSITE_FAIBLE ACIDITE_FAIBLE             AMERTUME_FAIBLE	FATTY	FATTY
fraction_58	session_06	J1	GGRAS SUCROSITE_FAIBLE ACIDITE_FAIBLE             AMERTUME_FAIBLE	SWEET_LOW	SWEET
fraction_58	session_06	J1	GGRAS SUCROSITE_FAIBLE ACIDITE_FAIBLE             AMERTUME_FAIBLE	ACID_LOW	ACID
fraction_58	session_06	J1	GGRAS SUCROSITE_FAIBLE ACIDITE_FAIBLE             AMERTUME_FAIBLE	BITTER_LOW	BITTER
fraction_58	session_06	J10	BOISE_LEGER MAIS_EFFET_CUMULATIF	WOODY_LOW	WOODY
fraction_58	session_06	J2	AMERTUME-UN-PEU-PLUS-SOUTENUE	BITTER	BITTER
fraction_58	session_06	J3	SUCRE	SWEET	SWEET
fraction_58	session_06	J4	EAU SEC COLLANT AMER	""	""
fraction_58	session_06	J4	EAU SEC COLLANT AMER	ACID	ACID
fraction_58	session_06	J4	EAU SEC COLLANT AMER	MOUTHFILLING	MOUTHFILLING
fraction_58	session_06	J4	EAU SEC COLLANT AMER	BITTER	BITTER
fraction_58	session_06	J5	PEU_DE_GRAS  PLUS_DE_FRAICHEUR	FATTY_LOW	FATTY
fraction_58	session_06	J5	PEU_DE_GRAS  PLUS_DE_FRAICHEUR	FRESH	FRESH
fraction_58	session_06	J7	ASTRINGENCE BOISE	ASTRINGENT	ASTRINGENT
fraction_58	session_06	J7	ASTRINGENCE BOISE	WOODY	WOODY
fraction_58	session_06	J8	LEGERE_SALINITE ASTRINGENCE_MOYENNE AMERTUME_FAIBLE CARTON	SALTY_LOW	SALTY
fraction_58	session_06	J8	LEGERE_SALINITE ASTRINGENCE_MOYENNE AMERTUME_FAIBLE CARTON	ASTRINGENT	ASTRINGENT
fraction_58	session_06	J8	LEGERE_SALINITE ASTRINGENCE_MOYENNE AMERTUME_FAIBLE CARTON	BITTER_LOW	BITTER
fraction_58	session_06	J8	LEGERE_SALINITE ASTRINGENCE_MOYENNE AMERTUME_FAIBLE CARTON	CARTON	CARTON
fraction_58	session_06	J9	UMAMI_MOYEN SALÉ_FAIBLE	UMAMI	UMAMI
fraction_58	session_06	J9	UMAMI_MOYEN SALÉ_FAIBLE	SALTY_LOW	SALTY
fraction_59	session_06	J1	GRAS AMEERTUME_FAIBLE	FATTY	FATTY
fraction_59	session_06	J1	GRAS AMEERTUME_FAIBLE	BITTER_LOW	BITTER
fraction_59	session_06	J10	BOISE_LEGER MAIS_EFFET_CUMULATIF	WOODY_LOW	WOODY
fraction_59	session_06	J2	AMERTUME-UN-PEU-PLUS-SOUTENUE	BITTER	BITTER
fraction_59	session_06	J3	AMER	BITTER	BITTER
fraction_59	session_06	J4	ACQUEUX FRAICHEUR MINERAL	FRESH	FRESH
fraction_59	session_06	J4	ACQUEUX FRAICHEUR MINERAL	MINERALITY	MINERALITY
fraction_59	session_06	J5	FRAICHEUR	FRESH	FRESH
fraction_59	session_06	J7	GRAS BOISE	FATTY	FATTY
fraction_59	session_06	J7	GRAS BOISE	WOODY	WOODY
fraction_59	session_06	J8	STRIN GENCE_MOYENNE ACIDITE_FAIBLE	ASTRINGENT	ASTRINGENT
fraction_59	session_06	J8	STRIN GENCE_MOYENNE ACIDITE_FAIBLE	ACID_LOW	ACID
fraction_59	session_06	J9	AMERTUME_FORT UMAMI_FORT	BITTER_HIGH	BITTER
fraction_59	session_06	J9	AMERTUME_FORT UMAMI_FORT	UMAMI_HIGH	UMAMI
fraction_60	session_06	J1	SALINITE_FAIBLE AMERTUME_FAIBLE	SALTY_LOW	SALTY
fraction_60	session_06	J1	SALINITE_FAIBLE AMERTUME_FAIBLE	BITTER_LOW	BITTER
fraction_60	session_06	J10	BOISE_LEGER MAIS_EFFET_CUMULATIF	WOODY_LOW	WOODY
fraction_60	session_06	J2	AMERTUME-MOYENNE	BITTER	BITTER
fraction_60	session_06	J3	GRAS	FATTY	FATTY
fraction_60	session_06	J4	ACQUEUX FRAIS MINERAL	FRESH	FRESH
fraction_60	session_06	J4	ACQUEUX FRAIS MINERAL	MINERALITY	MINERALITY
fraction_60	session_06	J5	UN_PEU_MOINS_GRAS  FRAICHEUR	FATTY_LOW	FATTY
fraction_60	session_06	J5	UN_PEU_MOINS_GRAS  FRAICHEUR	FRESH	FRESH
fraction_60	session_06	J7	BOISE GRAS	WOODY	WOODY
fraction_60	session_06	J7	BOISE GRAS	FATTY	FATTY
fraction_60	session_06	J8	GRAS	FATTY	FATTY
fraction_60	session_06	J9	UMAMI_FAIBLE SALÉ_MOYEN AMERTUME_MOYEN	UMAMI_LOW	UMAMI
fraction_60	session_06	J9	UMAMI_FAIBLE SALÉ_MOYEN AMERTUME_MOYEN	SALTY	SALTY
fraction_60	session_06	J9	UMAMI_FAIBLE SALÉ_MOYEN AMERTUME_MOYEN	BITTER	BITTER
fraction_61	session_06	J1	SALINITE_FAIBLE AMERTUME_FAIBLE	SALTY_LOW	SALTY
fraction_61	session_06	J1	SALINITE_FAIBLE AMERTUME_FAIBLE	BITTER_LOW	BITTER
fraction_61	session_06	J10	BOISE_LEGER MAIS_EFFET_CUMULATIF	WOODY_LOW	WOODY
fraction_61	session_06	J2	AMERTUME-UN-PEU-PLUS-SOUTENUE	BITTER	BITTER
fraction_61	session_06	J3	GRAS	FATTY	FATTY
fraction_61	session_06	J4	FRAICHEUR TENSION MINERAL	FRESH	FRESH
fraction_61	session_06	J4	FRAICHEUR TENSION MINERAL	TENSION	TENSION
fraction_61	session_06	J4	FRAICHEUR TENSION MINERAL	MINERALITY	MINERALITY
fraction_61	session_06	J5	GRAS	FATTY	FATTY
fraction_61	session_06	J7	ASTRINGENCE BOISE	ASTRINGENT	ASTRINGENT
fraction_61	session_06	J7	ASTRINGENCE BOISE	WOODY	WOODY
fraction_61	session_06	J8	LEGERE_SUCROSITE LEGERE_ACIDITE	SWEET_LOW	SWEET
fraction_61	session_06	J8	LEGERE_SUCROSITE LEGERE_ACIDITE	ACID_LOW	ACID
fraction_61	session_06	J9	UMAMI_MOYEN FRAIS_FORT	UMAMI	UMAMI
fraction_61	session_06	J9	UMAMI_MOYEN FRAIS_FORT	FRESH_HIGH	FRESH
fraction_62	session_06	J1	AMERTUME_MOYENNE	BITTER	BITTER
fraction_62	session_06	J10	BOISE_LEGER MAIS_EFFET_CUMULATIF	WOODY_LOW	WOODY
fraction_62	session_06	J2	AMERTUME-LEOERE	BITTER_LOW	BITTER
fraction_62	session_06	J3	GRAS	FATTY	FATTY
fraction_62	session_06	J4	SEDC MINERAL	ACID	ACID
fraction_62	session_06	J4	SEDC MINERAL	MINERALITY	MINERALITY
fraction_62	session_06	J5	FRAICHEUR  LEGER_GRAS	FRESH	FRESH
fraction_62	session_06	J5	FRAICHEUR  LEGER_GRAS	FATTY_LOW	FATTY
fraction_62	session_06	J7	ASTRINGENCE BOISE	ASTRINGENT	ASTRINGENT
fraction_62	session_06	J7	ASTRINGENCE BOISE	WOODY	WOODY
fraction_62	session_06	J8	LEGERE_ACIDITE STRINGENCE_FAIBLE GRAS CARTON	ACID_LOW	ACID
fraction_62	session_06	J8	LEGERE_ACIDITE STRINGENCE_FAIBLE GRAS CARTON	ASTRINGENT_LOW	ASTRINGENT
fraction_62	session_06	J8	LEGERE_ACIDITE STRINGENCE_FAIBLE GRAS CARTON	FATTY	FATTY
fraction_62	session_06	J8	LEGERE_ACIDITE STRINGENCE_FAIBLE GRAS CARTON	CARTON	CARTON
fraction_62	session_06	J9	UMAMI_MOYEN FRAIS_FORT	UMAMI	UMAMI
fraction_62	session_06	J9	UMAMI_MOYEN FRAIS_FORT	FRESH_HIGH	FRESH
fraction_63	session_06	J1	AMERTUME_TRES_FORTE	BITTER_HIGH	BITTER
fraction_63	session_06	J10	BOISE_LEGER MAIS_EFFET_CUMULATIF	WOODY_LOW	WOODY
fraction_63	session_06	J2	AMERTUME-LEOERE	BITTER_LOW	BITTER
fraction_63	session_06	J3	AMER	BITTER	BITTER
fraction_63	session_06	J4	EAU SEC AMER	""	""
fraction_63	session_06	J4	EAU SEC AMER	ACID	ACID
fraction_63	session_06	J4	EAU SEC AMER	BITTER	BITTER
fraction_63	session_06	J5	GRAS  FRAICHEUR	FATTY	FATTY
fraction_63	session_06	J5	GRAS  FRAICHEUR	FRESH	FRESH
fraction_63	session_06	J7	AMERTUME BOISE	BITTER	BITTER
fraction_63	session_06	J7	AMERTUME BOISE	WOODY	WOODY
fraction_63	session_06	J8	SUCROSITE_FAIBLE GRAS	SWEET_LOW	SWEET
fraction_63	session_06	J8	SUCROSITE_FAIBLE GRAS	FATTY	FATTY
fraction_63	session_06	J9	UMAMI_FAIBLE SALÉ_MOYEN AMERTUME_MOYEN	UMAMI_LOW	UMAMI
fraction_63	session_06	J9	UMAMI_FAIBLE SALÉ_MOYEN AMERTUME_MOYEN	SALTY	SALTY
fraction_63	session_06	J9	UMAMI_FAIBLE SALÉ_MOYEN AMERTUME_MOYEN	BITTER	BITTER
fraction_64	session_07	J1	VOLUME_ELEVE ACIDE_ELEVE	VOLUME_HIGH	VOLUME
fraction_64	session_07	J1	VOLUME_ELEVE ACIDE_ELEVE	ACID_HIGH	ACID
fraction_64	session_07	J10	SALÉ_FAIBLE DOUX	SALTY_LOW	SALTY
fraction_64	session_07	J10	SALÉ_FAIBLE DOUX	SWEET	SWEET
fraction_64	session_07	J11	SUCRE_TRES FAIBLE GRAS	SWEET_LOW	SWEET
fraction_64	session_07	J11	SUCRE_TRES FAIBLE GRAS	FATTY	FATTY
fraction_64	session_07	J12	IODE_FORT CRAIE_MOYEN AMER_FAIBLE	IODINE_HIGH	IODINE
fraction_64	session_07	J12	IODE_FORT CRAIE_MOYEN AMER_FAIBLE	MOUTHFILLING	MOUTHFILLING
fraction_64	session_07	J12	IODE_FORT CRAIE_MOYEN AMER_FAIBLE	BITTER_LOW	BITTER
fraction_64	session_07	J2	AMERTUME_FAIBLE GRAS_MOYEN ACIDITE_FAIBLE	BITTER_LOW	BITTER
fraction_64	session_07	J2	AMERTUME_FAIBLE GRAS_MOYEN ACIDITE_FAIBLE	FATTY	FATTY
fraction_64	session_07	J2	AMERTUME_FAIBLE GRAS_MOYEN ACIDITE_FAIBLE	ACID_LOW	ACID
fraction_64	session_07	J3	AMER_SOUTENU	BITTER_HIGH	BITTER
fraction_64	session_07	J4	CHLORE	CHLORINE	CHLORINE
fraction_64	session_07	J5	MINERAL-AMER	MINERALITY	MINERALITY
fraction_64	session_07	J5	MINERAL-AMER	BITTER	BITTER
fraction_64	session_07	J6	UMAMI VIEILLE_CAVE_PEINTURE GRAS_LEGER	UMAMI	UMAMI
fraction_64	session_07	J6	UMAMI VIEILLE_CAVE_PEINTURE GRAS_LEGER	MOIST	MOIST
fraction_64	session_07	J6	UMAMI VIEILLE_CAVE_PEINTURE GRAS_LEGER	CHEMICAL	CHEMICAL
fraction_64	session_07	J6	UMAMI VIEILLE_CAVE_PEINTURE GRAS_LEGER	FATTY_LOW	FATTY
fraction_64	session_07	J7	FRAICHEUR  LEGER_VOLUME	FRESH	FRESH
fraction_64	session_07	J7	FRAICHEUR  LEGER_VOLUME	VOLUME_LOW	VOLUME
fraction_64	session_07	J8	VOLUME_FAIBLE AMERTUME_FAIBLE	VOLUME_LOW	VOLUME
fraction_64	session_07	J8	VOLUME_FAIBLE AMERTUME_FAIBLE	BITTER_LOW	BITTER
fraction_64	session_07	J9	FLUIDE LEGERE_SUCROSITE	MOUTHFILLING	MOUTHFILLING
fraction_64	session_07	J9	FLUIDE LEGERE_SUCROSITE	SWEET_LOW	SWEET
fraction_65	session_07	J1	VOLUME_ELEVE ACIDE_ELEVE	VOLUME_HIGH	VOLUME
fraction_65	session_07	J1	VOLUME_ELEVE ACIDE_ELEVE	ACID_HIGH	ACID
fraction_65	session_07	J10	AMER_FAIBLE FRAICHEUR	BITTER_LOW	BITTER
fraction_65	session_07	J10	AMER_FAIBLE FRAICHEUR	FRESH	FRESH
fraction_65	session_07	J11	AMERTUME_TRES_FAIBLE ASSECHANT_FAIBLE	BITTER_LOW	BITTER
fraction_65	session_07	J11	AMERTUME_TRES_FAIBLE ASSECHANT_FAIBLE	ASTRINGENT_LOW	ASTRINGENT
fraction_65	session_07	J12	IODE_FORT ANIMAL_MOUILLE_FORT AMER_MOYEN	IODINE_HIGH	IODINE
fraction_65	session_07	J12	IODE_FORT ANIMAL_MOUILLE_FORT AMER_MOYEN	MOIST_HIGH	MOIST
fraction_65	session_07	J12	IODE_FORT ANIMAL_MOUILLE_FORT AMER_MOYEN	BITTER	BITTER
fraction_65	session_07	J2	SALINITE_MOYEN GRAS_MOYEN AMERTUME_FAIBLE	SALTY	SALTY
fraction_65	session_07	J2	SALINITE_MOYEN GRAS_MOYEN AMERTUME_FAIBLE	FATTY	FATTY
fraction_65	session_07	J2	SALINITE_MOYEN GRAS_MOYEN AMERTUME_FAIBLE	BITTER_LOW	BITTER
fraction_65	session_07	J3	AMER_SOUTENU	BITTER_HIGH	BITTER
fraction_65	session_07	J4	GRAS CHLORE	FATTY	FATTY
fraction_65	session_07	J4	GRAS CHLORE	CHLORINE	CHLORINE
fraction_65	session_07	J5	AMER-FINALE	BITTER	BITTER
fraction_65	session_07	J6	VEGETAL_CHIMIQUE_PEINTURE	VEGETAL	VEGETAL
fraction_65	session_07	J6	VEGETAL_CHIMIQUE_PEINTURE	CHEMICAL	CHEMICAL
fraction_65	session_07	J7	FRAICHEUR  LEGER_VOLUME	FRESH	FRESH
fraction_65	session_07	J7	FRAICHEUR  LEGER_VOLUME	VOLUME_LOW	VOLUME
fraction_65	session_07	J8	VOLUME_FAIBLE AMERTUME_FAIBLE	VOLUME_LOW	VOLUME
fraction_65	session_07	J8	VOLUME_FAIBLE AMERTUME_FAIBLE	BITTER_LOW	BITTER
fraction_65	session_07	J9	SUCROSITE TRES_GRAS	SWEET	SWEET
fraction_65	session_07	J9	SUCROSITE TRES_GRAS	FATTY_HIGH	FATTY
fraction_66	session_07	J1	VOLUME_MOYEN ACIDE_ELEVE	VOLUME	VOLUME
fraction_66	session_07	J1	VOLUME_MOYEN ACIDE_ELEVE	ACID_HIGH	ACID
fraction_66	session_07	J10	UMAMI AMER FRAICHEUR	UMAMI	UMAMI
fraction_66	session_07	J10	UMAMI AMER FRAICHEUR	BITTER	BITTER
fraction_66	session_07	J10	UMAMI AMER FRAICHEUR	FRESH	FRESH
fraction_66	session_07	J11	NEUTRE	""	""
fraction_66	session_07	J12	IODE_TRES_FORT ANIMAL_MOYEN AMER_MOYEN	IODINE_HIGH	IODINE
fraction_66	session_07	J12	IODE_TRES_FORT ANIMAL_MOYEN AMER_MOYEN	ANIMAL	ANIMAL
fraction_66	session_07	J12	IODE_TRES_FORT ANIMAL_MOYEN AMER_MOYEN	BITTER	BITTER
fraction_66	session_07	J2	SALINITE_MAYEN AMERTUME_FAIBLE GRAS_FAIBLE	SALTY	SALTY
fraction_66	session_07	J2	SALINITE_MAYEN AMERTUME_FAIBLE GRAS_FAIBLE	BITTER_LOW	BITTER
fraction_66	session_07	J2	SALINITE_MAYEN AMERTUME_FAIBLE GRAS_FAIBLE	FATTY_LOW	FATTY
fraction_66	session_07	J3	AMER_SOUTENU	BITTER_HIGH	BITTER
fraction_66	session_07	J4	CHLORE	CHLORINE	CHLORINE
fraction_66	session_07	J5	SEC-MINEDRFAL	ACID	ACID
fraction_66	session_07	J5	SEC-MINEDRFAL	MINERALITY	MINERALITY
fraction_66	session_07	J6	AMER_LEGER VEGETAL_CHIMIQUE_PEINTURE GRAS_LEGER	BITTER_LOW	BITTER
fraction_66	session_07	J6	AMER_LEGER VEGETAL_CHIMIQUE_PEINTURE GRAS_LEGER	VEGETAL	VEGETAL
fraction_66	session_07	J6	AMER_LEGER VEGETAL_CHIMIQUE_PEINTURE GRAS_LEGER	CHEMICAL	CHEMICAL
fraction_66	session_07	J6	AMER_LEGER VEGETAL_CHIMIQUE_PEINTURE GRAS_LEGER	FATTY_LOW	FATTY
fraction_66	session_07	J7	PEU_DE_VOLUME  FRAICHEURR  ASTRINBGENCE  MINE_DE_CRAYON	VOLUME_LOW	VOLUME
fraction_66	session_07	J7	PEU_DE_VOLUME  FRAICHEURR  ASTRINBGENCE  MINE_DE_CRAYON	FRESH	FRESH
fraction_66	session_07	J7	PEU_DE_VOLUME  FRAICHEURR  ASTRINBGENCE  MINE_DE_CRAYON	ASTRINGENT	ASTRINGENT
fraction_66	session_07	J7	PEU_DE_VOLUME  FRAICHEURR  ASTRINBGENCE  MINE_DE_CRAYON	MOUTHFILLING	MOUTHFILLING
fraction_66	session_07	J8	VOLUME_FAIBLE AMERTUME_FAIBLE	VOLUME_LOW	VOLUME
fraction_66	session_07	J8	VOLUME_FAIBLE AMERTUME_FAIBLE	BITTER_LOW	BITTER
fraction_66	session_07	J9	SUCROSITE TRES_GRAS	SWEET	SWEET
fraction_66	session_07	J9	SUCROSITE TRES_GRAS	FATTY_HIGH	FATTY
fraction_67	session_07	J1	VOLUME_FAIBLE ACIDE_MOYEN	VOLUME_LOW	VOLUME
fraction_67	session_07	J1	VOLUME_FAIBLE ACIDE_MOYEN	ACID	ACID
fraction_67	session_07	J10	SALÉ_FAIBLE DOUX AMER_LÉGÉ	SALTY_LOW	SALTY
fraction_67	session_07	J10	SALÉ_FAIBLE DOUX AMER_LÉGÉ	SWEET	SWEET
fraction_67	session_07	J10	SALÉ_FAIBLE DOUX AMER_LÉGÉ	BITTER_LOW	BITTER
fraction_67	session_07	J11	AMERTUME_TRES_FAIBLE ASSECHANT_FAIBLE	BITTER_LOW	BITTER
fraction_67	session_07	J11	AMERTUME_TRES_FAIBLE ASSECHANT_FAIBLE	ASTRINGENT_LOW	ASTRINGENT
fraction_67	session_07	J12	IODE_FORT ANIMAL_MOUILLE_FORT AMER_MOYEN	IODINE_HIGH	IODINE
fraction_67	session_07	J12	IODE_FORT ANIMAL_MOUILLE_FORT AMER_MOYEN	MOIST_HIGH	MOIST
fraction_67	session_07	J12	IODE_FORT ANIMAL_MOUILLE_FORT AMER_MOYEN	BITTER	BITTER
fraction_67	session_07	J2	SALINITEFAKIBLE MARTUME_MOYEN GRAS_FAIBLE	SALTY	SALTY
fraction_67	session_07	J2	SALINITEFAKIBLE MARTUME_MOYEN GRAS_FAIBLE	BITTER	BITTER
fraction_67	session_07	J2	SALINITEFAKIBLE MARTUME_MOYEN GRAS_FAIBLE	FATTY_LOW	FATTY
fraction_67	session_07	J3	AMER-FAIBLE	BITTER_LOW	BITTER
fraction_67	session_07	J4	GRAS CHLORE SUCRE	FATTY	FATTY
fraction_67	session_07	J4	GRAS CHLORE SUCRE	CHLORINE	CHLORINE
fraction_67	session_07	J4	GRAS CHLORE SUCRE	SWEET	SWEET
fraction_67	session_07	J5	SEC-MINERAL	ACID	ACID
fraction_67	session_07	J5	SEC-MINERAL	MINERALITY	MINERALITY
fraction_67	session_07	J6	AMER_LEGER VEGETAL_CHIMIQUE_PEINTURE GRAS_LEGER	BITTER_LOW	BITTER
fraction_67	session_07	J6	AMER_LEGER VEGETAL_CHIMIQUE_PEINTURE GRAS_LEGER	VEGETAL	VEGETAL
fraction_67	session_07	J6	AMER_LEGER VEGETAL_CHIMIQUE_PEINTURE GRAS_LEGER	CHEMICAL	CHEMICAL
fraction_67	session_07	J6	AMER_LEGER VEGETAL_CHIMIQUE_PEINTURE GRAS_LEGER	FATTY_LOW	FATTY
fraction_67	session_07	J7	VOLUME  FRAICHEURF	VOLUME	VOLUME
fraction_67	session_07	J7	VOLUME  FRAICHEURF	FRESH	FRESH
fraction_67	session_07	J8	COLLANT ROND	MOUTHFILLING	MOUTHFILLING
fraction_67	session_07	J8	COLLANT ROND	MOUTHFILLING	MOUTHFILLING
fraction_67	session_07	J9	TRES_FLUIDE	MOUTHFILLING_HIGH	MOUTHFILLING
fraction_68	session_07	J1	VOLUME_ELEVE ACIDE MOYEN	VOLUME_HIGH	VOLUME
fraction_68	session_07	J1	VOLUME_ELEVE ACIDE MOYEN	ACID	ACID
fraction_68	session_07	J10	INTENSITÉ_MOYENNE FRAICHEUR	FRESH	FRESH
fraction_68	session_07	J11	AMERTUME_FAIBLE ASSECHANT	BITTER_LOW	BITTER
fraction_68	session_07	J11	AMERTUME_FAIBLE ASSECHANT	ASTRINGENT	ASTRINGENT
fraction_68	session_07	J12	IODE_TRES_FORT ANIMAL_MOYEN AMER_MOYEN	IODINE_HIGH	IODINE
fraction_68	session_07	J12	IODE_TRES_FORT ANIMAL_MOYEN AMER_MOYEN	ANIMAL	ANIMAL
fraction_68	session_07	J12	IODE_TRES_FORT ANIMAL_MOYEN AMER_MOYEN	BITTER	BITTER
fraction_68	session_07	J2	SALINITE_FAIBLE AMERTUME_FAIBLE	SALTY_LOW	SALTY
fraction_68	session_07	J2	SALINITE_FAIBLE AMERTUME_FAIBLE	BITTER_LOW	BITTER
fraction_68	session_07	J3	AMER_FASIBLE SUCRE_FAIBLE	BITTER_LOW	BITTER
fraction_68	session_07	J3	AMER_FASIBLE SUCRE_FAIBLE	SWEET_LOW	SWEET
fraction_68	session_07	J4	GRAS CHLORE SUCRE	FATTY	FATTY
fraction_68	session_07	J4	GRAS CHLORE SUCRE	CHLORINE	CHLORINE
fraction_68	session_07	J4	GRAS CHLORE SUCRE	SWEET	SWEET
fraction_68	session_07	J5	MINERAL-AMER-ACIDE	MINERALITY	MINERALITY
fraction_68	session_07	J5	MINERAL-AMER-ACIDE	BITTER-ACID	BITTER-ACID
fraction_68	session_07	J6	UMAMI GRAS_LEGER	UMAMI	UMAMI
fraction_68	session_07	J6	UMAMI GRAS_LEGER	FATTY_LOW	FATTY
fraction_68	session_07	J7	VOLUME_GRAS	VOLUME	VOLUME
fraction_68	session_07	J7	VOLUME_GRAS	FATTY	FATTY
fraction_68	session_07	J8	AMERTUME	BITTER	BITTER
fraction_68	session_07	J9	SUCROSITE GRAS	SWEET	SWEET
fraction_68	session_07	J9	SUCROSITE GRAS	FATTY	FATTY
fraction_69	session_07	J1	VOLUME_MOYEN ACIDE_ELEVE	VOLUME	VOLUME
fraction_69	session_07	J1	VOLUME_MOYEN ACIDE_ELEVE	ACID_HIGH	ACID
fraction_69	session_07	J10	UMAMI AMER FRAICHEUR	UMAMI	UMAMI
fraction_69	session_07	J10	UMAMI AMER FRAICHEUR	BITTER	BITTER
fraction_69	session_07	J10	UMAMI AMER FRAICHEUR	FRESH	FRESH
fraction_69	session_07	J11	AMERTUME_TRES_FAIBLE ASSECHANT_FAIBLE	BITTER_LOW	BITTER
fraction_69	session_07	J11	AMERTUME_TRES_FAIBLE ASSECHANT_FAIBLE	ASTRINGENT_LOW	ASTRINGENT
fraction_69	session_07	J12	IODE_FORT CRAIE_MOYEN AMER_FAIBLE	IODINE_HIGH	IODINE
fraction_69	session_07	J12	IODE_FORT CRAIE_MOYEN AMER_FAIBLE	MOUTHFILLING	MOUTHFILLING
fraction_69	session_07	J12	IODE_FORT CRAIE_MOYEN AMER_FAIBLE	BITTER_LOW	BITTER
fraction_69	session_07	J2	AMERTUME_MOYEN GRAS_FAIBLE	BITTER	BITTER
fraction_69	session_07	J2	AMERTUME_MOYEN GRAS_FAIBLE	FATTY_LOW	FATTY
fraction_69	session_07	J3	AMER_FASIBLE SUCRE_FAIBLE	BITTER_LOW	BITTER
fraction_69	session_07	J3	AMER_FASIBLE SUCRE_FAIBLE	SWEET_LOW	SWEET
fraction_69	session_07	J4	CHLORE	CHLORINE	CHLORINE
fraction_69	session_07	J5	SEC-MINERAL	ACID	ACID
fraction_69	session_07	J5	SEC-MINERAL	MINERALITY	MINERALITY
fraction_69	session_07	J6	UMAMI VIEILLE_CAVE_PEINTURE GRAS_LEGER	UMAMI	UMAMI
fraction_69	session_07	J6	UMAMI VIEILLE_CAVE_PEINTURE GRAS_LEGER	MOIST	MOIST
fraction_69	session_07	J6	UMAMI VIEILLE_CAVE_PEINTURE GRAS_LEGER	CHEMICAL	CHEMICAL
fraction_69	session_07	J6	UMAMI VIEILLE_CAVE_PEINTURE GRAS_LEGER	FATTY_LOW	FATTY
fraction_69	session_07	J7	FRAÎCHEUR	FRESH	FRESH
fraction_69	session_07	J8	VOLUME_MOYENNE	VOLUME	VOLUME
fraction_69	session_07	J9	TRES_FLUIDE	MOUTHFILLING_HIGH	MOUTHFILLING
fraction_70	session_07	J1	VOLUME_FAIBLE ACIDE_ELEVE	VOLUME_LOW	VOLUME
